1960,106.147
1960,81.165
1960,131.171
1960,143.351
1960,137.039
1968,118.403
2000,105.188
1968,74.689
1968,130.555
1968,103.598
1968,145.993
1968,138.049
2000,136.11
2000,89.171
2000,137.558
2000,97.126
2000,89.124
2000,126.025
2000,94.812
1962,147.937
1995,144.776
2008,121.576
2008,137.875
2008,131.993
2008,77.817
2008,135.363
2008,127.981
1997,81.85
2008,70.39
2008,76.729
1997,129.683
2004,100.954
2004,128.0
2004,130.992
2004,166.776
2007,89.32
2004,132.396
1988,98.723
2007,127.797
2007,97.067
2007,104.058
2007,113.029
1988,108.808
2007,86.03
2004,71.127
2007,142.622
1980,107.47
1980,162.117
1980,157.981
1980,127.117
1983,130.456
1983,115.085
1980,142.569
1983,122.522
1983,108.813
1983,130.515
1983,115.298
1983,117.373
1983,119.672
1983,129.928
2003,79.479
2003,122.306
2003,74.538
2003,87.531
2003,76.559
2003,91.805
2003,147.944
2003,119.822
2003,66.504
1965,103.57
1987,133.764
1987,109.933
1987,101.664
1987,84.977
1987,114.113
1987,127.095
1987,121.951
1987,73.66
1997,96.304
1987,110.217
1984,99.797
1984,88.714
1984,97.885
1984,121.932
1984,120.61
1984,167.864
1984,121.956
1984,107.198
1989,110.126
1989,84.32
1984,138.8
1989,102.995
1989,130.014
1989,117.542
1989,114.511
1975,116.771
1974,146.763
1964,133.494
1962,88.848
1975,143.985
1964,134.47
1962,76.06
1962,118.397
1962,126.987
1962,118.19
1962,86.005
1962,67.641
1964,104.992
1967,74.263
1967,130.814
1967,115.249
1967,80.087
1967,126.916
1967,107.518
1967,117.259
1969,119.624
1969,94.247
1969,76.415
1969,83.78
1969,89.693
1969,119.257
1969,97.539
1989,111.932
1976,135.707
1990,133.376
1976,110.832
2005,133.304
1997,104.371
2008,125.467
1963,150.882
1963,131.254
1961,94.622
1963,124.52
1963,77.227
1963,138.029
1963,129.021
1963,80.115
1963,108.848
1961,82.408
1961,72.362
1978,92.001
2005,123.079
1964,138.002
1954,92.341
1983,92.062
1962,127.239
1986,121.963
1954,100.264
